location,bhk,total_sqft,bath,balcony,price_in_lakhs
Bommanahalli,2,1260,2,2,8505000
Bommanahalli,2,1345,2,2,3950000
Whitefield,2,980,2,1,5700000
Whitefield,2,1164,2,2,7500000
Whitefield,2,929,1,2,5100000
Whitefield,2,1065,2,1,7000000
Whitefield,4,3000,3,1,26500000
Electronics City,2,1020,2,1,3027000
Whitefield,2,1362,3,1,6263000
Vijayanagar,1,672,1,1,3685000
Bommanahalli,3,1746,3,3,11500000
Electronics City,2,1025,2,1,2960000
Whitefield,3,1532,2,1,6500000
Whitefield,2,1200,2,2,12000000
Whitefield,2,1250,2,2,6500000
Whitefield,2,1188,2,1,3900000
Whitefield,2,1170,2,2,8500000
Whitefield,3,1800,3,2,15000000
Whitefield,4,2507,4,2,15500000
Whitefield,2,1061,2,1,3400000
Whitefield,2,1290,2,2,6900000
Whitefield,2,1200,2,1,4260000
Whitefield,2,1120,2,2,3929000
Whitefield,2,1333,3,1,5000000
Whitefield,3,1691,3,2,11900000
Whitefield,3,1700,3,3,25000000
Whitefield,3,2030,4,1,12500000
Whitefield,2,1012,2,1,7000000
Whitefield,2,1245,2,1,6000000
Whitefield,3,1765,3,2,11800000
Whitefield,2,1110,2,2,3625000
Vijayanagar,2,967,2,1,4780000
Whitefield,2,1044,2,2,3600000
Bommanahalli,3,1518,3,3,8000000
Whitefield,2,1300,2,2,5700000
Whitefield,3,1798,3,3,7300000
Whitefield,4,3410,5,3,25300000
Whitefield,2,1179,2,2,5600000
Whitefield,4,3600,5,3,51000000
Whitefield,2,1125,2,1,4800000
Bommanahalli,3,2098,3,1,21000000
Whitefield,3,2400,3,1,27000000
Whitefield,3,1976,3,2,9200000
Whitefield,2,1190,2,2,6180000
Bommanahalli,3,1800,3,3,19200000
Indira Nagar,3,1761,3,1,8452000
Bommanahalli,3,1700,3,3,12000000
Electronics City,2,1128,2,1,6480000
Whitefield,3,2000,3,2,8500000
Electronics City,2,1220,2,1,3525000
Vijayanagar,3,1852,4,2,12200000
Whitefield,2,1045,2,1,4065000
Whitefield,4,3535,4,2,21500000
Whitefield,2,1102,2,2,5367000
Whitefield,3,1800,3,2,8200000
Whitefield,2,1436,2,2,7500000
Bommanahalli,2,1397,2,1,5200000
Whitefield,2,1140,2,2,5600000
Whitefield,3,2050,3,2,13500000
Whitefield,2,1335,2,1,9500000
Whitefield,2,1255,3,2,7768000
Whitefield,2,1140,2,1,5900000
Whitefield,3,2376,3,1,24000000
Whitefield,1,663,1,1,4600000
Whitefield,2,1276,2,0,14600000
Whitefield,2,1450,3,3,6090000
Whitefield,2,1400,3,3,6600000
Whitefield,2,1339,2,1,5356000
Electronics City,2,1220,2,1,3523000
Whitefield,3,2200,3,2,27500000
Whitefield,2,1305,2,2,5200000
Whitefield,3,1740,3,3,8000000
Vijayanagar,1,680,1,1,2100000
Whitefield,2,1154,2,2,4700000
Whitefield,2,1200,2,2,4000000
Whitefield,2,1155,2,2,5450000
Whitefield,3,1525,2,3,6300000
Whitefield,4,2470,5,2,19200000
Whitefield,2,1100,2,1,6000000
Whitefield,2,1250,2,2,6500000
Whitefield,2,1400,2,1,7000000
Indira Nagar,3,1600,3,2,10000000
Electronics City,2,1060,2,1,5500000
Whitefield,2,1272,2,2,5000000
Whitefield,2,1296,2,2,10500000
Whitefield,3,2100,3,2,28000000
Whitefield,3,1945,3,3,11500000
Bommanahalli,2,1033,2,2,3047000
Whitefield,3,2300,2,2,6900000
Whitefield,2,1235,2,2,5276000
Whitefield,3,2100,3,1,27000000
Whitefield,2,850,2,1,4250000
Whitefield,3,1880,3,2,11000000
Whitefield,4,2450,4,2,36800000
Whitefield,2,1060,2,2,5200000
Whitefield,3,2041,3,3,13800000
Whitefield,2,1037,2,1,3628000
Electronics City,2,1150,2,1,3900000
Whitefield,2,1184,2,1,6200000
Whitefield,3,1680,3,2,12600000
Whitefield,2,1411,3,2,10000000
Whitefield,2,900,2,2,4100000
Whitefield,4,3500,4,3,32000000
Whitefield,3,1702,3,2,12000000
Whitefield,2,1185,2,2,4500000
Whitefield,2,1300,3,1,6400000
Whitefield,3,1545,3,2,6500000
Whitefield,3,1515,2,2,13500000
Whitefield,2,1300,3,3,5500000
Whitefield,2,1107,2,1,5700000
Whitefield,3,1720,3,2,10600000
Whitefield,3,1540,3,2,15000000
Whitefield,2,1000,2,1,4450000
Whitefield,2,1100,2,1,3800000
Whitefield,2,1250,2,0,4800000
Whitefield,3,1584,3,1,10400000
Whitefield,2,1485,2,2,7000000
Whitefield,2,1100,2,1,7800000
Whitefield,2,1245,2,1,5900000
Whitefield,3,2214,3,3,35000000
Vijayanagar,2,1050,2,2,4500000
Whitefield,3,1640,3,2,10500000
Whitefield,2,1165,2,1,6500000
Whitefield,2,1110,2,1,4300000
Whitefield,4,4000,4,2,63000000
Whitefield,2,1300,2,2,7500000
Whitefield,2,1232,2,1,6961000
Whitefield,3,1704,3,2,9436000
Whitefield,2,1275,2,2,8800000
Whitefield,2,1222,2,1,6800000
Whitefield,2,1155,2,2,3900000
Electronics City,2,1000,2,1,2995000
Whitefield,2,1200,2,1,4500000
Whitefield,3,1517,3,2,7128000
Whitefield,2,1166,2,1,3729000
Electronics City,2,870,2,2,2400000
Whitefield,4,4000,5,2,17000000
Whitefield,2,1345,3,1,5800000
Whitefield,4,3800,5,2,17000000
Bommanahalli,2,971,2,2,3800000
Whitefield,2,1255,2,1,5232000
Whitefield,3,1810,2,2,6500000
Whitefield,2,1300,2,1,5800000
Whitefield,2,1185,2,2,4500000
Whitefield,2,1350,2,3,6800000
Whitefield,3,1650,3,2,12600000
Whitefield,3,1645,3,2,8700000
Whitefield,3,1748,3,2,10300000
Whitefield,2,1170,2,3,5000000
Whitefield,4,3420,4,2,22500000
Whitefield,2,1320,2,2,6500000
Whitefield,3,1610,3,2,8453000
Whitefield,3,1870,3,3,18000000
Whitefield,3,1510,2,1,11000000
Whitefield,2,1305,2,1,4568000
Whitefield,2,1500,2,1,7000000
Indira Nagar,2,1149,2,1,13000000
Whitefield,3,1948,4,2,12900000
Whitefield,2,1242,2,1,7800000
Whitefield,2,1268,2,1,5800000
Whitefield,2,1101,2,1,5000000
Whitefield,2,1255,2,3,6500000
Whitefield,2,1362,3,1,6263000
Whitefield,2,984,3,2,14000000
Whitefield,2,1089,2,1,3267000
Bommanahalli,1,800,1,3,9500000
Whitefield,2,1345,2,1,5700000
Whitefield,2,950,2,1,4500000
Whitefield,2,1068,2,1,4300000
Whitefield,2,860,1,2,3100000
Whitefield,3,1756,3,2,6673000
Whitefield,2,1205,2,1,4100000
Whitefield,3,1800,3,2,12500000
Whitefield,3,1604,3,0,6800000
Whitefield,4,2732,4,3,20400000
Bommanahalli,2,1015,2,2,2588000
Whitefield,2,1200,2,2,4200000
Vijayanagar,2,1010,2,2,3800000
Whitefield,2,1010,2,1,4100000
Whitefield,2,1050,2,2,3310000
Whitefield,3,1710,3,2,8500000
Whitefield,2,1249,3,2,11500000
Whitefield,3,1656,2,1,6293000
Whitefield,2,1451,3,1,6800000
Whitefield,2,1250,2,2,9300000
Whitefield,2,1340,2,3,4200000
Vijayanagar,2,1100,2,2,3850000
Whitefield,3,1700,3,1,7100000
Whitefield,2,1096,2,1,4300000
Electronics City,2,1160,2,1,3350000
Whitefield,3,1936,3,2,13900000
Whitefield,2,1269,2,2,6300000
Whitefield,4,3500,3,1,63000000
Whitefield,3,1586,3,1,12500000
Whitefield,2,1376,2,1,12400000
Whitefield,2,1452,3,3,5650000
Whitefield,3,1538,3,1,10700000
Whitefield,2,1427,2,1,13000000
Whitefield,2,935,2,0,4000000
Vijayanagar,2,1220,2,3,6500000
Whitefield,2,1197,2,1,7700000
Whitefield,1,674,1,1,1990000
Whitefield,3,1573,3,1,9000000
Whitefield,2,1135,2,2,5800000
Whitefield,2,1400,2,1,4043000
Vijayanagar,3,2045,3,2,10800000
Whitefield,2,1268,2,1,5600000
Whitefield,2,883,2,1,3900000
Whitefield,3,1600,3,3,10000000
Whitefield,2,1056,2,2,7000000
Whitefield,2,1204,2,2,5800000
Whitefield,2,1410,2,1,5400000
Whitefield,2,1460,2,1,8030000
Whitefield,2,1100,2,1,4118000
Whitefield,2,1310,2,1,8800000
Whitefield,3,1600,3,2,9000000
Whitefield,2,1250,2,2,5500000
Whitefield,3,1665,3,2,7493000
Whitefield,2,1345,2,1,5700000
Whitefield,2,1416,2,2,6700000
Whitefield,2,1145,2,2,4600000
Whitefield,2,1231,3,2,5800000
Whitefield,3,1664,3,0,7395000
Whitefield,2,972,2,2,4300000
Whitefield,5,4500,4,3,34500000
Whitefield,2,1185,2,1,4739000
Whitefield,3,1750,3,2,8100000
Bommanahalli,4,3155,4,3,31600000
Whitefield,2,1007,2,1,6800000
Whitefield,3,1700,3,2,20000000
Whitefield,2,1250,2,2,8500000
Whitefield,2,1200,2,1,5400000
Whitefield,2,994,2,1,4228000
Whitefield,2,1150,2,2,4000000
Whitefield,2,1220,2,2,4600000
Whitefield,2,1441,2,1,11500000
Whitefield,2,1157,2,2,4732000
Whitefield,2,1400,2,2,10500000
Whitefield,2,900,2,1,4000000
Indira Nagar,2,1200,2,3,4300000
Whitefield,2,1062,2,1,4248000
Whitefield,2,1120,2,1,5100000
Whitefield,2,1012,2,1,4400000
Whitefield,1,675,2,2,1350000
Whitefield,2,1430,2,2,7800000
Bommanahalli,2,1195,2,1,5600000
Whitefield,4,2640,5,1,15000000
Whitefield,2,1075,2,1,4200000
Whitefield,2,1011,2,1,5900000
Whitefield,2,1450,2,1,10200000
Whitefield,2,1129,2,1,6900000
Whitefield,2,1126,2,1,3600000
Whitefield,2,1180,2,2,4500000
Whitefield,3,1933,3,2,14000000
Whitefield,2,1082,2,2,6400000
Vijayanagar,1,610,1,0,2800000
Whitefield,2,1300,3,3,7799000
Whitefield,2,1125,2,1,4600000
Whitefield,4,2500,3,1,6500000
Whitefield,3,1798,3,2,15000000
Whitefield,3,1864,3,2,12000000
Whitefield,2,1115,2,1,5191000
Whitefield,2,1200,2,1,7000000
Vijayanagar,2,992,2,2,2480000
Indira Nagar,2,950,2,3,5700000
Whitefield,2,1200,2,1,6200000
Whitefield,3,1735,3,2,7000000
Bommanahalli,3,1750,3,3,17200000
Whitefield,2,1009,2,2,5600000
Whitefield,2,1470,2,3,10200000
Whitefield,3,1527,3,2,11500000
Whitefield,2,985,2,1,4500000
Whitefield,2,1277,2,1,7700000
Whitefield,2,1100,2,1,6200000
Whitefield,3,1820,3,2,14000000
Whitefield,3,1530,3,3,8700000
Whitefield,3,1886,3,2,20500000
Indira Nagar,3,1880,4,2,11000000
Whitefield,2,1255,2,2,5235000
Whitefield,1,700,2,1,3600000
Whitefield,2,1140,2,2,4600000
Electronics City,2,1025,2,1,2960000
Whitefield,2,1490,2,2,5960000
Whitefield,3,1850,3,2,14000000
Whitefield,2,1250,2,1,7800000
Whitefield,3,2400,3,1,10800000
Whitefield,4,3522,5,3,71600000
Whitefield,2,1244,2,2,8800000
Whitefield,2,1025,2,1,2857000
Whitefield,2,1034,2,1,3800000
Whitefield,2,1191,2,2,3334000
Whitefield,3,1719,3,2,7100000
Whitefield,2,1035,2,1,3933000
Whitefield,2,1470,2,2,8422000
Whitefield,2,1140,2,1,5066000
Whitefield,3,1752,3,2,12500000
Whitefield,4,2990,3,2,17000000
Whitefield,3,1660,3,2,8500000
Electronics City,2,1275,3,3,6343000
Bommanahalli,2,1365,3,1,5281000
Whitefield,4,2546,3,3,17000000
Whitefield,2,1392,3,1,6946000
Whitefield,2,1245,2,1,5976000
Vijayanagar,2,1162,2,2,6408000
Whitefield,2,1476,2,1,7300000
Whitefield,1,700,1,1,2150000
Whitefield,2,943,2,2,4800000
Whitefield,2,1113,2,1,4450000
Whitefield,3,1615,3,2,6943000
Whitefield,2,1279,2,3,10000000
Whitefield,2,1256,2,1,6000000
Whitefield,3,1805,3,2,28000000
Whitefield,2,1350,3,1,6500000
Whitefield,3,1525,3,2,6863000
Whitefield,2,1357,2,1,12300000
Whitefield,3,1645,3,2,11700000
Vijayanagar,3,1777,3,2,9200000
Whitefield,2,845,2,2,3200000
Whitefield,2,900,2,0,2500000
Whitefield,2,1210,2,1,6415000
Electronics City,2,829,2,1,2280000
Whitefield,3,1879,3,2,15500000
Whitefield,2,1250,2,2,5000000
Whitefield,2,1108,2,1,6000000
Whitefield,2,1401,3,2,6900000
Whitefield,2,1157,2,1,7500000
Whitefield,2,1185,2,1,4266000
Whitefield,3,1751,3,2,11500000
Whitefield,3,1880,3,2,9650000
Bommanahalli,2,1175,2,2,3800000
Whitefield,2,1407,2,1,9849000
Vijayanagar,2,1000,2,2,5000000
Electronics City,3,1518,3,3,7500000
Whitefield,2,1027,2,1,6700000
Whitefield,2,1145,2,2,4600000
Whitefield,2,1260,2,2,11300000
Whitefield,2,1500,2,3,4725000
Whitefield,3,1737,2,1,5732000
Whitefield,2,1500,3,2,13500000
Whitefield,2,1030,2,1,4650000
Whitefield,2,1057,2,1,3500000
Whitefield,4,2774,4,3,20800000
Whitefield,2,1460,2,2,3850000
Whitefield,2,1075,2,1,5370000
Whitefield,2,1080,2,1,6000000
Whitefield,4,3626,5,3,78800000
Whitefield,2,1140,2,1,4500000
Whitefield,2,1074,2,1,4280000
Whitefield,4,2425,5,1,17500000
Whitefield,2,1323,2,2,7400000
Whitefield,2,1232,2,1,6961000
Whitefield,2,900,2,1,4000000
Whitefield,3,1920,3,2,13400000
Whitefield,3,1550,3,2,9600000
Whitefield,3,1588,2,3,9000000
Whitefield,2,1308,2,1,8600000
Whitefield,2,1340,2,2,5427000
Indira Nagar,3,2170,3,2,26500000
Whitefield,3,1719,3,2,13500000
Whitefield,2,1108,2,1,4151000
Indira Nagar,3,1660,3,2,10400000
Whitefield,2,1247,2,1,5856000
Whitefield,3,1595,3,2,9600000
Whitefield,2,1175,2,2,5000000
Whitefield,2,1184,2,1,7800000
Bommanahalli,2,1100,2,2,5500000
Whitefield,2,1200,2,2,6000000
Whitefield,2,1000,2,1,4500000
Whitefield,2,1000,2,0,5200000
Whitefield,3,1705,3,2,8500000
Whitefield,2,1060,2,2,5830000
Whitefield,2,1347,2,2,5500000
Whitefield,2,1402,2,2,9500000
Whitefield,3,2280,4,2,12500000
Whitefield,2,1225,2,2,7105000
Whitefield,2,1080,2,1,5300000
Whitefield,3,1919,3,0,30000000
Whitefield,2,1100,2,2,4260000
Whitefield,4,2500,4,3,22500000
Whitefield,2,1200,2,2,7800000
Whitefield,3,1565,2,2,5791000
Whitefield,3,1581,3,3,7600000
Whitefield,4,2882,5,1,20000000
Whitefield,3,2180,3,3,27300000
Vijayanagar,2,985,2,1,3892000
Whitefield,2,950,2,2,3500000
Indira Nagar,2,1339,2,2,5500000
Vijayanagar,2,1449,3,1,7200000
Bommanahalli,2,1100,2,2,3868000
Whitefield,2,1100,2,3,5500000
Electronics City,2,1140,2,1,3292000
Bommanahalli,1,800,1,2,3000000
Whitefield,2,1300,2,3,9500000
Whitefield,2,1220,2,2,6000000
Whitefield,3,2289,3,2,17800000
Whitefield,2,1170,2,1,5600000
Whitefield,2,1350,2,2,8950000
Whitefield,2,883,2,1,4500000
Whitefield,3,1698,3,2,12500000
Vijayanagar,2,1060,2,1,5850000
Whitefield,2,1185,2,2,7500000
Whitefield,3,2051,3,1,18000000
Vijayanagar,2,1404,2,1,7200000
Electronics City,2,1252,2,1,6700000
Whitefield,3,1885,3,1,12500000
Whitefield,2,980,2,2,4200000
Whitefield,4,2500,3,3,34000000
Whitefield,2,1420,3,1,6600000
Whitefield,3,2312,3,2,15600000
Whitefield,4,3000,4,3,13000000
Whitefield,2,1175,2,1,7000000
Vijayanagar,2,1145,2,2,5100000
Whitefield,2,970,2,1,5250000
Electronics City,2,1125,2,1,3249000
Whitefield,5,5000,4,3,30000000
Whitefield,3,2150,3,3,24000000
Whitefield,3,1635,3,1,5700000
Whitefield,2,1335,2,2,7343000
Vijayanagar,2,1166,2,1,6408000
Whitefield,3,2390,3,1,37200000
Whitefield,2,1460,2,1,9000000
Whitefield,3,1690,3,3,5000000
Whitefield,2,1090,2,2,3200000
Whitefield,3,1732,3,1,8573000
Whitefield,2,1390,2,1,7200000
Whitefield,2,1095,2,1,8541000
Bommanahalli,3,2400,2,3,5000000
Whitefield,2,1350,2,3,8500000
Whitefield,2,1453,2,2,7300000
Whitefield,2,1226,2,1,6500000
Whitefield,2,1168,2,1,6800000
Whitefield,3,1776,3,2,12400000
Whitefield,3,1634,3,2,6800000
Whitefield,3,1650,3,2,9500000
Whitefield,2,1190,2,1,7000000
Whitefield,2,1133,2,1,3399000
Whitefield,3,1559,3,2,6200000
Whitefield,2,976,2,1,5000000
Whitefield,3,1590,2,2,5400000
Whitefield,3,1633,3,2,11000000
Whitefield,2,1151,2,2,4600000
Whitefield,2,1400,2,2,4200000
Whitefield,2,1037,2,1,3600000
Whitefield,2,1188,2,1,3600000
Whitefield,2,1060,2,1,5200000
Whitefield,3,2215,4,2,16200000
Whitefield,2,1255,2,2,5450000
Whitefield,2,1075,2,1,5370000
Whitefield,4,2569,5,3,18000000
Indira Nagar,2,900,2,1,2700000
Whitefield,2,1183,2,1,7954000
Whitefield,2,1100,2,2,4400000
Whitefield,3,1643,2,2,7000000
Whitefield,2,1500,2,2,12000000
Indira Nagar,2,1291,2,1,7500000
Electronics City,2,1060,2,1,5500000
Whitefield,3,1575,2,2,11000000
Whitefield,2,1236,2,1,5800000
Whitefield,2,1350,2,2,3900000
Whitefield,4,2475,4,3,32600000
Whitefield,5,4694,5,3,37500000
Electronics City,2,1200,2,1,3466000
Whitefield,2,1225,2,2,5600000
Whitefield,2,1056,2,1,7500000
Whitefield,2,1240,2,2,4285000
Whitefield,2,1200,3,2,7452000
Whitefield,3,1850,3,2,11000000
Vijayanagar,4,3150,4,3,18000000
Bommanahalli,2,1185,2,2,3022000
Whitefield,2,918,2,2,5600000
Whitefield,2,1330,2,2,6800000
Whitefield,3,1540,2,3,7000000
Whitefield,2,1200,2,2,8000000
Whitefield,2,927,2,2,3700000
Whitefield,2,1400,2,2,7800000
Whitefield,2,1345,2,2,10600000
Whitefield,3,1510,2,3,8000000
Whitefield,2,1100,2,2,7200000
Whitefield,2,1100,3,2,5300000
Whitefield,3,2282,4,0,11500000
Whitefield,1,760,2,1,3749000
Whitefield,4,3300,3,2,16500000
Whitefield,2,1242,3,1,5100000
Whitefield,2,1245,2,2,4358000
Whitefield,2,1088,2,2,4400000
Whitefield,2,1200,2,0,4600000
Whitefield,2,1309,2,1,8200000
Bommanahalli,3,1717,3,2,20000000
Whitefield,3,2100,3,2,20000000
Whitefield,2,1250,3,2,4200000
Whitefield,4,3520,5,2,24000000
Whitefield,2,1041,2,2,5400000
Whitefield,3,1505,2,2,6000000
Whitefield,3,1776,3,2,15000000
Whitefield,3,1767,3,2,8900000
Whitefield,2,1293,2,2,8000000
Whitefield,2,1320,2,1,5000000
Whitefield,2,1280,2,2,6848000
Whitefield,2,1245,2,1,8305000
Whitefield,2,1027,1,2,4400000
Vijayanagar,2,1200,2,1,4617000
Whitefield,2,1100,3,2,5800000
Whitefield,3,1814,3,1,12900000
Whitefield,3,1610,2,1,11200000
Whitefield,3,1600,3,3,7900000
Whitefield,4,3200,4,2,14000000
Bommanahalli,2,1250,2,1,7713000
Whitefield,2,1243,2,2,4600000
Whitefield,2,1452,3,3,6098000
Indira Nagar,2,1475,3,3,7500000
Electronics City,2,1353,2,3,7500000
Electronics City,3,1750,3,2,5800000
Whitefield,2,1270,2,1,9600000
Whitefield,4,2695,4,3,18800000
Whitefield,2,1330,3,2,6500000
Electronics City,1,660,1,0,1800000
Bommanahalli,2,1400,2,3,9000000
Whitefield,4,4000,5,1,19500000
Whitefield,3,1700,3,2,7500000
Whitefield,3,1585,2,2,9000000
Whitefield,2,1385,3,3,6700000
Electronics City,2,1128,2,1,6700000
Whitefield,2,1203,2,2,6000000
Whitefield,2,905,2,1,3500000
Whitefield,2,1450,3,2,7900000
Whitefield,2,1105,2,3,3800000
Whitefield,3,1530,2,3,8900000
Whitefield,2,1105,2,1,3540000
Whitefield,2,1333,2,1,7856000
Whitefield,2,1065,2,2,4500000
Whitefield,2,1243,2,2,4600000
Whitefield,3,1530,3,2,7634000
Whitefield,2,1270,2,1,9400000
Whitefield,3,1830,3,3,8900000
Bommanahalli,2,900,2,3,3500000
Whitefield,2,1450,2,2,7800000
Indira Nagar,3,1525,3,3,6500000
Whitefield,2,1080,2,1,6700000
Whitefield,2,1220,2,2,7200000
Whitefield,2,1200,2,2,4440000
Whitefield,2,1500,2,2,6000000
Whitefield,2,1355,2,2,9500000
Electronics City,2,1070,2,1,5700000
Whitefield,3,1980,4,1,18000000
Bommanahalli,2,842,2,2,3000000
Whitefield,1,700,1,1,3120000
Whitefield,4,2500,4,3,6500000
Whitefield,2,1100,2,2,7500000
Whitefield,2,1196,2,2,4054000
Bommanahalli,3,1820,3,2,8500000
Whitefield,2,1185,2,2,4350000
Whitefield,3,2145,3,2,17000000
Whitefield,2,1220,2,1,8900000
Whitefield,2,1116,2,3,5191000
Whitefield,2,1192,2,3,7500000
Whitefield,2,1449,3,2,11000000
Electronics City,3,1700,3,2,9000000
Whitefield,3,1920,3,2,15000000
Whitefield,3,1700,3,2,7400000
Whitefield,2,1447,3,2,7600000
Whitefield,2,1329,2,1,10700000
Whitefield,2,1314,2,2,7044000
Whitefield,3,1513,3,1,10300000
Vijayanagar,2,1246,2,1,6750000
Whitefield,2,1220,2,2,6200000
Whitefield,3,1800,2,1,4500000
Whitefield,2,1400,3,2,7500000
Whitefield,2,1245,2,2,8000000
Vijayanagar,2,1495,2,1,6300000
Whitefield,2,996,2,2,3650000
Whitefield,2,1000,2,1,4400000
Bommanahalli,2,1250,2,3,7500000
Bommanahalli,2,975,2,1,2486000
Whitefield,2,1261,2,1,8000000
Electronics City,2,1080,2,2,4600000
Vijayanagar,2,1230,2,1,5000000
Whitefield,2,982,2,2,2553000
Bommanahalli,2,1260,3,1,4936000
Whitefield,3,1590,2,2,13500000
Whitefield,2,1220,2,2,3900000
Electronics City,2,1320,2,1,3812000
Whitefield,3,1750,3,2,10500000
Whitefield,2,1436,2,3,6215000
Whitefield,2,1500,2,1,14000000
Whitefield,3,1560,3,2,9000000
Whitefield,4,3758,3,1,30000000
Whitefield,2,1275,2,2,5900000
Whitefield,2,1040,2,2,3640000
Whitefield,3,2400,3,2,11500000
Whitefield,3,1960,3,2,16500000
Whitefield,4,3200,5,3,30900000
Vijayanagar,2,1195,2,2,10000000
Whitefield,5,4500,5,2,14500000
Whitefield,3,2100,3,2,13000000
Whitefield,5,4209,4,2,60200000
Whitefield,2,1027,2,1,4400000
Bommanahalli,2,1365,3,1,5282000
Whitefield,1,650,1,1,1800000
Bommanahalli,2,1100,2,3,9000000
Whitefield,2,1075,2,1,5700000
Whitefield,2,1100,2,1,6300000
Vijayanagar,2,1320,2,1,5800000
Whitefield,2,1500,3,2,6500000
Vijayanagar,2,1246,2,1,6750000
Whitefield,3,1718,3,2,9020000
Whitefield,2,1075,2,1,3200000
Bommanahalli,2,1480,3,1,7548000
Whitefield,2,1041,2,1,3644000
Whitefield,2,1128,2,2,4840000
Whitefield,3,1685,3,1,9000000
Whitefield,2,1180,2,2,6500000
Whitefield,2,1200,2,1,6000000
Whitefield,2,1250,3,2,3950000
Whitefield,2,900,2,1,4100000
Bommanahalli,2,1000,2,1,4500000
Vijayanagar,2,1404,2,1,7000000
Whitefield,3,1610,2,2,11500000
Whitefield,3,1760,2,1,8500000
Vijayanagar,2,975,2,1,5500000
Whitefield,2,1190,2,2,4200000
Whitefield,2,1110,2,1,4600000
Whitefield,4,2415,3,2,39900000
Whitefield,2,1235,2,2,4450000
Whitefield,2,1275,2,3,5500000
Whitefield,2,1115,2,1,11500000
Whitefield,2,1197,2,1,7600000
Whitefield,2,1251,2,3,4700000
Whitefield,2,1105,2,2,3000000
Whitefield,2,1080,2,2,3800000
Whitefield,3,2100,3,1,11400000
Whitefield,3,1731,3,3,6411000
Whitefield,2,1206,2,1,5500000
Bommanahalli,3,1560,3,2,7800000
Whitefield,2,1035,2,2,9000000
Whitefield,2,1145,2,2,6850000
Whitefield,2,1208,2,2,4350000
Bommanahalli,3,1589,3,2,7400000
Whitefield,2,1426,2,2,6150000
Whitefield,3,1885,3,2,13500000
Whitefield,2,935,2,0,3777000
Whitefield,2,1171,2,2,7300000
Whitefield,2,1465,2,3,6000000
Bommanahalli,3,1820,3,2,9500000
Whitefield,3,1580,2,2,6685000
Whitefield,2,1452,2,2,4629000
Whitefield,2,1445,2,1,8956000
Whitefield,2,1170,2,1,3900000
Vijayanagar,2,1070,2,1,5000000
Whitefield,2,1100,3,2,5300000
Whitefield,2,1140,2,2,5600000
Whitefield,4,2600,3,2,16000000
Whitefield,3,1532,3,2,5975000
Vijayanagar,2,1150,2,1,4600000
Indira Nagar,2,1473,2,1,8500000
Whitefield,2,1350,3,2,8099000
Whitefield,5,4040,4,0,50000000
Whitefield,3,1980,4,2,16600000
Whitefield,3,1660,3,2,12800000
Bommanahalli,1,650,2,2,4500000
Whitefield,4,2475,4,3,34000000
Bommanahalli,2,1495,3,2,9000000
Whitefield,2,1080,2,1,4800000
Electronics City,3,1521,2,2,5750000
Vijayanagar,2,1053,2,0,5100000
Whitefield,4,2406,5,2,28900000
Whitefield,2,1050,2,1,4200000
Whitefield,2,1430,2,2,5148000
Whitefield,3,2400,3,2,1200000
Whitefield,2,1250,3,2,3900000
Whitefield,2,1000,2,2,3950000
Whitefield,3,1630,3,3,6800000
Whitefield,2,985,2,1,4050000
Bommanahalli,2,1200,2,2,7000000
Vijayanagar,3,1650,3,3,10000000
Whitefield,3,1670,3,2,5900000
Whitefield,2,1200,5,1,20500000
Whitefield,2,1000,2,2,6000000
Whitefield,2,830,2,2,2600000
Whitefield,2,1140,2,2,4300000
Whitefield,3,1635,3,3,8500000
Whitefield,2,1120,2,1,7000000
Whitefield,3,1760,3,2,18500000
Whitefield,3,2137,3,2,11000000
Whitefield,2,973,2,1,5074000
Whitefield,3,1724,3,1,14600000
Whitefield,2,1020,2,2,4079000
Whitefield,2,883,2,1,4900000
Whitefield,4,2787,5,2,22000000
Whitefield,2,1470,2,3,6000000
Electronics City,2,891,2,1,2495000
Whitefield,2,1275,2,1,7600000
Whitefield,3,1787,3,2,12000000
Whitefield,2,1320,2,2,11000000
Vijayanagar,3,1692,3,3,10800000
Whitefield,2,1400,3,2,6900000
Whitefield,2,1115,2,1,5000000
Whitefield,2,1370,2,2,5600000
Whitefield,3,1602,3,2,5600000
Whitefield,1,675,1,1,3500000
Whitefield,2,1050,2,3,4300000
Whitefield,2,1035,2,1,4250000
Whitefield,2,1200,2,2,4400000
Whitefield,3,1800,3,2,12800000
Whitefield,3,1625,3,2,7000000
Electronics City,2,1032,2,1,3199000
Whitefield,2,1496,2,1,7181000
Whitefield,2,1100,2,2,3800000
